X_in,X_out
1525,362
1825,1950
3851,859
3553,2
2984,1815
1779,1241
535,1
1922,115
1753,506
1051,1277
2367,242
778,2
1631,3760
3989,71
3055,785
373,3
59,508
2323,1841
5,383
288,7
3789,688
2926,561
377,3841
3773,28
364,5
3827,157
1706,2
3702,498
2764,510
11,1634
1136,162
3211,2251
652,3573
2450,3060
2939,682
1326,17
26,34
3091,758
36,3
1840,24
729,372
1727,38
179,2117
3806,172
3117,2
1743,402
40,7
3542,11
1385,2
1120,1
111,1567
856,997
215,20
92,404
822,5
373,30
3455,12
1924,16
47,100
3306,1
1016,47
1554,7
2817,1271
29,232
2105,5
545,145
489,2
280,3
2709,7
786,249
502,18
326,40
823,2
401,15
3554,5
3194,124
3254,7
497,4
53,3401
1122,164
351,2669
1742,3
458,1268
3367,5
1268,2
1220,17
1627,1
3310,24
3789,42
701,1
152,131
100,2723
3350,1
587,13
906,29
1638,58
11,1319
2113,862
2840,31
1964,2505
3631,19
285,316
1319,1
1282,534
1942,1
342,59
370,2
1123,379
240,3
469,18
1542,281
1032,172
1342,11
1946,28
1615,1193
26,4
2813,4
62,1300
1450,3
1624,7
1412,19
1390,1390
2297,271
2008,46
3859,289
1895,3
353,1
2147,43
1337,2034
470,14
1792,32
1050,14
73,3
1688,488
100,490
1722,76
3171,3
2126,1646
36,354
2614,155
3189,542
362,3
3631,1
1526,2
950,3337
1250,3460
303,28
754,140
1257,67
109,177
63,153
3093,1302
1020,4
1455,58
2938,1
3116,3
1641,2
1320,2
2242,7
1107,180
8,8
50,699
309,2
1164,3916
26,37
408,2678
352,1
2285,2374
1295,96
688,48
1475,1
2423,600
3633,59
3967,3
2342,4
434,94
984,5
1447,985
1438,1139
345,1819
462,53
1450,1631
755,430
2352,35
3448,535
1014,17
617,55
2506,2
87,18
301,7
2938,28
3038,555
2428,1
3862,1154
34,3927
2347,170
891,14
56,1483
1226,3983
602,21
127,35
2706,18
1164,1
68,37
2643,1886
91,16
996,3
969,34
3778,508
3266,20
2883,1
1605,12
661,116
3196,173
2204,463
1218,1
643,1917
1175,10
3531,11
660,1230
744,6
2426,113
1214,332
1380,275
1283,6
1314,3
362,2
2162,439
3353,1
2085,3
3485,68
114,226
502,3
2402,1940
540,106
696,26
104,26
1,1926
2675,227
1075,1
1646,432
2157,1471
1387,1
2108,307
3020,2121
3668,25
15,620
3072,276
813,498
2736,43
141,11
190,3611
2980,7
18,34
2511,1
3635,1
342,1
1,7
1747,2794
2970,1
950,7
357,5
2199,76
1443,2959
3601,47
1485,8
1620,512
3086,1
3416,322
169,1175
704,30
2746,407
948,28
2722,2929
2062,1
1226,72
689,6
3469,384
2478,10
2426,2
33,1548
211,71
1025,3
1197,1537
2658,12
108,4
3294,7
190,2399
2222,29
2733,454
3878,6
1651,396
1881,2085
1470,314
2034,1
2865,1724
1451,1181
1938,7
1458,1
2445,1
1226,72
1491,19
2434,59
427,1013
269,1208
2911,1175
2641,27
336,489
1521,521
2144,47
3174,4
3609,2
18,783
90,14
1418,33
2832,362
372,1475
1240,1
1057,236
3509,12
547,6
3105,48
1121,1
541,850
1607,2
2922,66
388,30
2252,734
1601,810
2530,1
894,14
672,2020
2700,3
3884,622
3737,15
2510,947
2476,1
61,981
84,5
2826,1754
1874,51
671,1346
2549,3
1419,19
1338,1
2514,3294
706,1
3548,3548
2681,1
25,6
2805,177
3594,561
1829,15
1187,1
73,13
3250,15
2130,95
1790,2157
375,3054
2787,3334
1098,1514
3613,534
67,103
750,12
1410,2693
225,3
624,1019
573,28
802,28
3855,1
1925,36
3484,3946
1865,3
2171,2
1941,127
937,2883
1685,60
1905,646
1450,1596
640,186
835,115
178,35
858,3
1013,6
2500,3707
3,1
220,14
462,2318
628,1
3560,1
2014,14
2967,18
763,2
922,1
1969,34
1318,21
2401,112
1806,7
3947,27
2706,7
674,11
67,20
2652,6
2748,599
847,1
892,48
690,251
3900,346
2368,6
1847,36
2015,703
2200,2
1484,3348
1495,1736
2178,61
3862,66
1472,1
2553,3
1446,1829
287,15
280,1843
2369,810
526,145
2509,3
234,5
909,65
3046,190
3629,1
941,274
20,1458
321,1637
2089,1350
3139,1351
2228,460
1518,66
1736,864
1782,428
2346,24
553,31
2498,959
641,74
1446,377
10,16
1651,19
1358,2915
593,8
3179,2
2280,3410
3091,128
2499,1494
3693,20
2134,1
714,2126
2416,25
5,1205
204,916
395,5
3366,144
1070,4
1128,91
3714,351
2976,3
3638,86
263,6
2636,108
1123,1287
3582,3203
1814,3
3760,1527
784,1
421,336
3051,219
1197,8
598,1560
361,1327
363,2259
333,60
3318,39
663,5
71,8
2159,5
2765,95
3220,32
696,1
456,3
2565,38
1500,1672
486,1563
754,142
3529,14
1216,3
2228,1309
2893,167
917,105
1653,5
158,3
28,44
1303,5
568,2
575,5
30,870
967,135
2057,29
723,275
214,4
694,1784
1092,1889
3208,3
3572,1
1768,32
2792,20
3644,25
107,4
1553,83
2773,2448
1638,11
1447,34
669,28
527,3220
794,74
93,75
3754,774
1715,153
886,144
2294,2110
2452,7
1095,1
1779,2614
2405,582
1001,471
1075,3
3582,1798
1795,1541
2752,362
574,1
1721,6
111,191
3440,2
126,16
1335,1906
1790,1106
993,1840
305,11
3100,5
2814,7
653,5
643,1
3525,30
242,248
2509,801
865,1
3703,2927
1089,1
1451,27
603,196
180,812
731,58
2019,7
639,20
108,32
3813,1
245,1
150,16
550,7
3142,101
21,4
1310,4
853,4
1317,348
2806,38
1605,373
2272,177
1729,502
1285,228
1530,1
109,954
1014,373
948,30
3031,20
574,2
3649,381
2713,211
1349,142
2593,6
334,89
1622,14
1427,2791
16,8
3812,19
3841,1
7,1
2291,102
632,2063
475,517
9,8
731,1
655,7
3010,783
228,1285
338,540
439,10
19,2728
1981,3
261,687
59,6
329,9
2458,3
14,1
2855,10
1754,6
1250,76
3649,3139
3209,2343
2339,1
2468,108
2065,952
1622,3437
1217,18
1687,21
3178,3740
132,404
262,5
1540,544
2177,1080
2564,2728
2293,2013
218,29
674,3
604,1780
2930,31
1512,1087
20,923
664,1608
3142,6
3266,128
286,103
242,521
1247,2289
403,44
1898,33
726,2292
525,2988
1992,3688
1727,927
1599,17
513,2
45,3
40,364
1049,319
1012,448
2498,108
3396,69
3690,2
3923,93
181,8
3054,29
2663,56
2276,2430
2152,15
3021,1539
1991,4
241,114
1619,578
311,160
2108,5
1876,1085
1785,324
2238,369
2300,915
1191,32
3806,46
3776,43
3701,2
2373,8
3132,96
2092,78
923,3
256,79
2343,1169
1533,1168
2475,17
2948,7
1606,28
247,607
677,236
3795,161
1459,3961
3517,49
873,980
3315,1599
444,549
3567,3744
3197,2003
214,49
1651,17
989,43
1062,30
299,2
308,1304
2416,14
820,5
314,2
335,18
174,2
1816,39
1229,1229
746,327
1119,1185
272,13
3113,491
3811,63
1,1177
3886,8
1942,1
184,5
96,2
982,1428
3289,37
1274,34
402,109
481,3819
2043,14
3896,31
137,12
2265,164
3681,2197
16,21
3986,3735
22,192
258,265
3952,6
1427,374
7,59
2749,1011
213,1
1214,1434
2412,1251
622,1936
1443,61
3857,1889
2806,314
1034,151
336,1
269,1
2110,747
7,1183
2655,96
1984,2
705,1
1373,7
1795,1844
1692,1
1012,77
893,1
28,3459
3117,3
988,1910
1757,6
452,96
4,22
3397,219
70,3473
319,414
725,154
873,1849
451,2
1276,12
251,56
3485,68
1205,435
3430,11
3084,5
229,1
96,227
3963,6
2491,3747
211,269
126,8
921,58
62,5
542,7
1460,2
1188,1
2364,2323
3164,3059
566,2302
1445,16
867,2
2683,18
447,862
2076,2
643,18
439,9
928,6
120,172
152,47
1391,125
1260,3
403,495
1830,19
6,1671
2533,25
328,3555
2803,945
1092,383
65,185
3297,147
972,3
90,796
3937,2193
1702,489
2251,31
2528,2
466,1723
3985,10
28,3051
3813,2
728,3970
1672,155
3823,514
1831,40
2596,33
1165,1
3606,1
120,1585
81,1119
1317,10
2319,5
2658,1
3429,3960
464,8
3167,5
370,1
2084,3533
3291,3
2882,86
3673,97
443,1427
1688,17
2240,148
3718,3
1494,1
1174,7
2327,2
2253,6
1573,3284
2222,3
2463,1
1059,31
1224,32
1221,3045
3941,1
133,65
1111,15
1427,1113
352,1845
3696,11
2669,3574
2677,473
237,2
42,34
1595,5
108,29
2408,20
65,1
17,2
938,526
505,1
3360,1
2257,3181
1764,1185
2685,3
39,16
1590,2159
6,785
475,2
2564,29
915,142
910,2699
1122,2548
3990,2659
2165,394
3729,12
1231,1
2373,19
1085,29
454,31
3578,802
540,53
423,1
1035,1
1814,19
442,34
529,214
2581,663
1383,122
582,1579
420,2680
1947,193
532,289
802,7
904,678
3643,16
244,35
64,3
3052,3613
1732,395
1987,2
2036,2
974,959
1358,5
1324,3437
3193,1754
3704,147
233,18
735,1197
1455,5
1601,1411
2515,1819
2266,1998
384,28
1611,3591
744,3
3016,147
81,17
3257,9
2695,15
1598,14
3126,87
481,1799
1519,446
1296,3747
2622,437
1341,2428
3647,25
2613,40
597,20
207,4
1713,2
376,1
2838,123
3418,6
544,2
1939,14
8,10
1765,41
2765,2066
945,1085
1658,2
22,2776
43,1
2346,1692
341,1384
1833,1838
2754,2
1929,19
1509,1
106,5
619,27
992,867
720,2772
2000,110
3164,40
3259,2085
393,1952
1540,1
2267,1
29,3383
535,4
1231,108
3985,388
1188,850
3042,1
1003,1
820,6
517,23
1865,31
3136,494
1692,2017
185,120
3775,6
1582,466
1578,929
1442,1284
370,1
1129,10
23,2
1045,265
13,4
1535,1715
646,2023
18,1334
1774,3
917,107
2514,324
1657,31
2594,3101
2193,401
2524,3151
3202,8
3172,1151
116,34
377,1
2979,309
1247,3
3486,2851
302,15
1633,25
1918,4
795,2
804,1990
1066,381
456,112
227,17
36,100
2929,27
761,105
414,150
278,5
2065,2675
3666,3
1767,2
1321,10
2377,320
2961,331
110,6
481,41
952,1
4,9
1572,5
3718,18
1384,10
3524,1
336,116
544,4
1451,26
69,2453
2809,2
3113,160
2791,173
3703,14
2,1563
104,2985
1951,50
1418,25
2213,1446
2305,11
2804,868
3307,10
603,1390
3342,162
76,74
14,1440
941,15
3640,2
3213,45
869,933
1829,2109
3751,322
1731,42
804,1244
290,58
164,5
1123,75
507,1
383,1811
2836,4
642,7
357,72
174,254
1787,3800
1228,35
2351,331
1584,952
3655,994
15,2049
329,4
1726,33
1740,12
957,699
25,8
67,3
2643,467
526,504
809,1
1584,2
957,479
3222,53
2993,30
92,38
125,11
35,113
718,20
2494,1585
356,2821
2041,1481
1724,3487
859,1
517,2409
411,45
2972,30
1114,100
1520,349
886,2
1959,435
973,54
2453,1
1686,7
1476,25
2264,1679
424,199
653,2
2991,5
24,578
2113,3307
2469,182
112,112
2127,433
1746,236
2135,3
185,1
684,24
3022,75
1271,8
791,20
198,1
1579,177
3484,15
24,1
444,1
672,5
1706,157
568,446
220,1
3174,1
2644,1
1767,39
1890,17
972,3302
205,1
2959,2959
409,20
3198,279
621,19
3258,1
2320,58
881,36
780,59
683,1039
257,805
2743,28
2723,37
350,1863
1034,3723
701,1
2343,27
2604,1169
595,405
1701,617
1004,20
1227,5
748,2061
2146,28
2111,3
389,1
346,130
582,3
2496,1010
1257,2245
3930,7
3075,3852
953,25
2150,3160
546,1
889,11
2666,540
721,627
3262,5
1415,7
3812,2
2413,114
1280,18
209,1434
2181,199
2982,4
3245,2427
19,457
2814,14
1425,25
1476,22
368,493
2993,30
88,27
447,1
1699,55
887,2149
776,7
3028,1609
390,141
3518,1
590,12
2398,334
271,38
807,3
3431,5
1668,3
1063,27
1344,632
114,19
2222,2
24,45
3,446
3176,1
2044,99
2871,2428
17,4
3110,24
1808,19
3813,44
699,113
3524,398
103,107
36,1013
3620,4
1118,19
3679,20
1521,1
2794,7
961,155
348,19
2625,2
3397,1
1446,19
2177,2276
3309,1
324,2212
2013,35
1109,286
1729,11
441,1034
374,1992
890,3
533,21
711,26
956,7
3908,65
1177,779
971,1594
1665,20
3131,744
3884,6
687,1371
2160,3
2277,27
1257,502
269,1
358,26
410,1009
149,1
266,24
2881,12
1205,34
135,6
3615,19
473,7
1156,3821
815,1
640,64
2540,2
178,97
1016,226
3772,8
1671,104
3077,14
2071,1
474,5
39,29
1884,45
1441,7
1645,11
2411,1
660,1
3974,178
132,252
2723,3
3018,107
252,3
2812,3720
1353,997
1555,44
3358,6
1994,71
2933,2
231,3
2959,138
1375,4
3754,1962
2515,3
2292,105
757,50
782,6
826,25
793,80
469,1266
3372,2
25,1
263,5
788,681
1040,7
370,5
81,43
3564,265
81,22
68,3877
488,154
537,33
3884,2
2597,234
970,2
140,142
2412,33
3817,1
47,1
2222,14
325,3
2043,2593
1448,7
3180,18
1199,2303
3475,3
1853,19
940,2
305,362
481,24
1008,3
940,194
3985,20
1294,3301
2512,133
3400,3
1852,1
3600,4
2345,79
513,3
1542,303
1456,31
1517,1
1214,20
1637,2908
1150,1
2796,4
3362,40
753,469
749,843
2680,117
1147,68
6,70
377,24
2896,1
403,68
48,14
1887,2931
3580,20
3195,2357
1657,511
2950,6
51,11
2052,2375
3734,3
193,1
262,1324
400,5
2238,1547
3353,5
1418,275
1645,605
463,142
3649,101
203,11
2291,98
886,343
144,2
462,134
540,14
1868,1
49,15
833,2639
2880,1829
682,159
232,8
1226,72
3190,31
833,405
3923,5
2723,1565
2836,2350
1273,55
1619,1
2913,5
1017,970
1616,3600
1576,859
2623,129
391,55
2094,3757
636,31
1674,984
3101,67
18,7
2969,24
1822,24
3598,333
4,794
1050,523
3109,3284
1526,11
5,71
208,992
333,810
2210,17
549,5
3338,329
3518,11
2652,90
541,4
455,31
2535,23
3104,48
67,18
2173,600
2565,1394
1650,5
2686,15
2524,3
1685,4
3652,29
2198,34
548,10
269,29
2564,1609
679,3
942,175
924,1603
2704,61
1642,174
1120,251
40,299
197,1
7,17
1498,1
3876,2
2159,3002
1095,84
2788,1
222,1
130,1
75,150
3735,109
2550,825
620,213
3866,42
2764,1
1548,6
2257,2
1759,1
3037,6
1308,30
2839,17
272,23
855,1167
1676,1167
3318,113
322,8
1803,19
93,11
1126,1
3992,3
3860,3553
3931,6
2839,2
283,1
2916,1539
2558,4
1138,1807
1552,1301
2061,85
2588,142
1056,18
831,34
5,2
3163,1984
898,7
3374,2
2221,154
417,19
3933,32
568,7
2969,5
482,2958
3101,2594
2260,2559
3046,1
1594,5
377,1
2609,848
13,9
1135,1536
3091,79
661,4
2619,2
877,236
1754,42
486,451
3122,1487
1746,233
2596,35
1565,18
2934,411
3954,1397
3679,624
737,392
238,819
3360,2211
495,126
1969,24
635,25
926,1
2267,47
2830,832
441,299
2228,331
3012,2895
942,9
1700,265
553,700
587,29
3381,793
787,67
1455,14
3748,2
1542,5
194,1659
10,8
1313,6
69,25
3612,5
408,31
835,7
91,11
152,10
2036,1
534,6
1352,28
1138,7
3371,5
1394,1286
18,2336
110,12
2905,754
1883,2
59,32
97,700
2704,3
3561,7
2374,8
947,246
22,8
1535,1890
1886,92
3558,620
1238,2
677,7
283,182
427,564
1785,257
2771,7
2430,1699
402,42
2001,230
370,93
3462,16
2940,289
2491,1056
3867,511
1014,299
744,23
1237,5
3299,3048
1138,7
1939,2
3837,194
503,66
2832,1
2448,1619
1648,6
613,187
1604,1
2878,1
3244,10
314,44
198,2987
61,4
2093,6
262,3
254,2060
1,2
3016,1858
108,1064
321,487
3044,1990
651,1050
166,5
623,756
1920,978
3434,1
475,1352
1906,158
2015,2108
2931,1
1168,1464
706,1
2252,1095
396,2458
793,2
1028,45
1692,1
3032,16
521,19
6,26
2791,1274
489,5
1562,2284
2160,40
177,1
855,2420
2199,7
2935,3
355,15
468,15
223,132
3930,7
2428,143
1434,30
320,1
467,512
1979,47
1332,28
976,2
3303,6
1288,702
113,6
674,669
3065,580
2190,1
219,1
359,140
19,1091
3256,6
68,2833
2387,83
541,199
437,2
3181,12
1573,1654
641,26
1112,26
2344,3
595,227
3522,25
1289,47
2660,56
723,47
2284,19
2117,1
3559,3508
2566,3186
22,9
3696,3550
42,1108
1597,38
1905,1
88,97
714,332
455,2140
1046,1015
925,623
3034,1147
162,59
38,596
1579,215
3576,11
2356,1805
94,101
199,392
3077,25
2604,1
2342,84
1674,36
1515,637
1514,37
664,36
2526,61
1109,1879
994,2995
495,126
1445,1073
4,267
1907,47
431,3
1150,7
3009,1106
5,70
875,9
651,74
131,1
3513,578
2886,1
29,443
2629,6
1568,1976
75,1851
175,25
2243,30
2466,1007
1565,835
1849,7
3283,2
8,2201
2149,517
1051,2815
1066,398
3451,7
3863,7
733,39
312,3
294,2
2938,1
429,4
753,24
2124,6
2773,7
3741,2
2613,224
986,877
2272,7
3966,2
263,16
2363,2899
2037,44
587,225
282,7
1595,196
1133,7
241,52
2155,5
1513,4
3743,4
7,3902
1796,23
3142,1024
78,3
2,6
2160,1430
1184,2
3805,117
2190,2146
2113,22
2025,10
2558,41
2632,18
16,1
2278,3214
3759,3843
3071,440
1638,58
1417,74
2270,545
1291,59
3310,3
18,21
2063,2063
1455,22
1867,2
638,6
456,16
1559,19
1969,11
1202,10
330,5
1807,457
1165,51
1236,1
1709,2
1227,1194
2730,2
342,1
30,3
2459,1762
1437,4
452,69
209,305
2233,238
341,30
1905,309
1941,2
46,1
1702,257
2412,234
3487,2490
2109,58
237,2108
2199,1935
978,1
1569,1968
133,1
661,8
2610,1926
2297,292
93,480
2032,2789
2378,46
816,1516
1834,2357
178,6
284,7
2984,3
1432,33
768,130
1697,3741
73,675
3724,3
2315,2
1119,57
30,1759
3057,24
2395,23
1724,2
1303,2669
1423,16
31,7
1154,1844
1406,7
3508,508
2217,4
1290,121
298,125
3263,92
83,640
2000,22
71,2
224,806
1005,690
1057,1188
896,1321
924,70
1045,2405
37,1
2787,78
3118,48
2098,1460
637,2261
2526,21
1842,2220
2357,24
2704,148
3863,7
3475,1
3477,1836
210,122
178,98
3854,4
647,365
1813,3576
347,170
2851,30
2242,12
3682,2
884,7
22,4
3137,3
3015,3
3453,2
1039,1
3718,4
1420,1849
2170,1
2528,3866
3703,15
719,90
1803,737
1708,6
2972,466
1722,1719
1910,1
1099,394
3670,19
1021,5
1006,57
1148,1
3317,6
3273,1
35,1530
2389,5
38,42
2348,377
1626,37
2302,3457
3924,5
2606,60
836,31
2332,49
175,1006
2132,35
318,120
160,6
2076,21
512,553
1802,750
2924,364
1098,2457
17,23
87,1137
56,7
2076,2100
2,12
2057,56
14,1
1088,14
3337,18
2806,19
3375,209
3877,4
532,728
1011,2552
622,68
870,13
1545,508
2499,450
3379,459
639,2933
737,137
2558,73
2098,2855
2657,554
2308,4
1651,23
65,19
696,24
1057,6
1677,5
2054,1176
2080,372
2594,815
193,869
1040,1
762,2426
3772,382
3008,5
3930,897
7,540
1852,1151
251,335
3927,67
316,2
425,1
1379,1374
855,4
1893,1
26,66
197,1
1439,642
3957,1
22,3
2154,6
518,46
102,903
3424,362
470,109
248,138
774,1
3686,5
461,9
1529,4
262,2
1399,33
788,222
517,70
236,837
732,7
2,1
667,10
2576,2579
1050,390
2242,6
258,16
2333,1745
880,1
328,116
1620,175
1,2784
202,3722
247,315
31,24
9,13
306,303
946,14
1120,1
2499,3852
2443,151
1617,1900
250,1679
464,5
2650,5
3699,6
2011,445
3885,155
3045,6
2817,595
971,1
1934,3088
513,42
251,282
865,1990
3424,6
2596,7
1682,1
617,875
1914,1
3,166
3187,36
2583,8
323,5
924,3
2967,1883
251,60
848,172
3151,601
1913,2365
3818,5
2497,1033
1959,4
3736,20
1694,33
98,24
3025,33
2671,1
1158,1145
3890,1
2205,270
2161,1
307,260
1148,1
1388,2694
3374,293
3289,2696
31,1928
1745,1
3585,3585
2041,31
1888,775
22,13
2763,5
1567,5
87,12
613,1180
140,1
1448,231
422,32
1356,6
1999,74
2529,4
317,6
257,150
588,1
769,1016
3447,26
796,2385
2731,1686
390,1364
3250,26
638,19
2239,804
2498,57
3895,19
3269,3269
349,2
3306,12
1113,2
238,1
33,1269
342,18
2771,2174
1660,11
662,6
2715,2626
397,9
308,904
629,1521
2,1
1646,1
2176,11
3106,3535
2248,6
1222,7
1993,1845
2799,1899
2630,6
1728,79
1498,15
36,213
1484,537
316,41
538,25
3160,3905
3994,434
762,11
2691,205
967,5
651,2
38,196
1592,3
2551,1
3728,1573
3020,1
98,606
3098,5
3525,1
663,3
1086,71
2219,545
1664,3
9,9
1637,470
2639,9
2453,19
1653,32
35,1550
2815,1641
681,486
2293,5
11,1376
303,7
2034,36
3636,3341
457,3
3663,156
2585,5
1446,254
27,10
2538,24
897,7
2009,5
1410,1
3424,3
1346,3795
499,2291
190,3122
2170,620
1135,552
655,2635
2343,6
1767,312
771,1
3591,47
2744,12
1028,31
75,2462
3207,1417
24,3
1988,6
2141,20
3020,11
1368,657
498,31
175,19
2882,874
2101,3
1078,71
197,1
2111,3219
3388,1
574,14
353,823
2662,53
3204,223
1316,3
2811,256
80,1508
234,3
217,12
3599,4
3093,1715
921,360
487,2
2481,191
349,153
3193,1750
274,767
1729,24
1026,81
997,20
3150,3
2375,408
287,2
195,334
14,11
1512,42
2684,11
3589,6
57,593
3076,1
194,3
1228,3657
3703,6
1203,68
54,1523
1238,1460
1038,10
1045,1
2637,3458
1327,71
2694,199
125,520
385,7
588,213
1935,584
280,1
3834,44
3290,11
2382,3778
1611,6
1832,3
3267,2
2140,7
611,119
1324,431
2951,74
125,70
853,75
1269,27
3135,1
574,383
264,6
198,4
1163,52
1314,3157
2246,2466
957,333
941,341
3171,18
2379,104
3629,1005
1042,3
2929,3197
230,5
3469,20
459,32
108,1
3838,62
3960,6
3130,2657
2498,980
1804,5
1800,3
880,2
1922,1
234,7
856,32
1254,619
936,7
1039,808
2558,2027
1240,912
3091,1
1053,1
1489,3
671,2600
1343,6
1020,64
113,1
939,146
2813,4
2151,7
1174,174
198,17
741,921
3785,1996
2607,1
297,2668
2605,3
2607,1
119,17
756,1348
748,6
2999,2
2860,12
799,3460
2812,240
1793,24
2411,1
1265,27
2139,133
591,1165
500,3
1358,6
2661,1380
3167,74
76,3331
397,3
270,1
1073,14
1634,2
379,3597
1962,21
2066,316
114,1
1064,1
981,1192
268,557
3891,14
3172,7
3766,36
994,74
305,29
264,3140
2655,30
24,2671
515,5
2344,62
2418,272
622,5
272,10
2729,15
6,11
2273,2941
907,907
1716,3
1609,31
459,2093
2446,439
760,307
2284,857
316,91
3763,22
2083,1
3648,25
2274,938
3526,881
524,42
3983,70
520,6
3600,28
359,12
1158,4
827,7
3794,732
1410,239
1308,174
2011,1284
1441,6
794,573
421,12
4,9
651,55
2671,7
1236,338
1574,1282
3992,2
2454,2551
3150,85
3157,1523
1384,1
2676,12
538,3937
16,232
378,259
2022,19
87,1536
1170,2017
613,118
2479,1981
850,3078
825,6
3619,212
1076,36
879,127
978,11
988,107
277,4
1986,1
2868,838
815,11
3396,3355
471,14
1820,2
2133,12
232,67
3005,2
352,1
22,4
460,3331
2292,1
2724,1728
1789,76
1032,628
2582,14
2597,1
1953,382
1697,19
3168,7
3077,275
2854,564
180,1
792,720
902,1509
629,54
3168,83
195,2
2372,1
2691,29
2847,1
1541,1174
3136,2734
167,974
798,3277
1552,2
26,57
1113,7
802,3284
1795,23
896,327
3839,164
197,35
2402,18
832,1829
2594,20
49,605
1496,4
2997,23
113,2254
60,81
575,50
3156,2
3948,2421
3976,3
3324,26
660,19
44,5
431,7
3904,20
197,2
951,1
2189,283
1501,14
1217,1
1043,7
617,3
3325,1810
474,2501
2874,514
838,2
2357,28
3508,6
44,28
2018,373
2808,230
259,2
2164,1284
3058,18
662,3401
1022,5
2058,1474
246,1
3356,1636
536,5
398,20
20,1
1582,88
3034,6
1250,15
968,6
458,112
268,254
565,843
653,11
1435,30
126,495
1082,3913
1222,3
1045,423
1647,524
1283,4
12,12
802,826
3997,54
2355,6
429,13
3173,8
3792,1424
6,659
2236,9
3061,3333
2127,649
1794,3
1609,86
874,5
3157,2094
2561,12
2344,2
1391,382
1286,76
2036,1
466,263
331,402
1255,42
3222,1
1785,111
3742,6
638,2
2142,103
161,11
1697,993
2534,2534
7,155
1978,2857
3609,2280
2645,11
457,51
1886,2
3224,1
58,5
39,604
3700,2351
828,1
619,29
3078,4
1760,2116
209,2312
483,1473
581,89
554,52
314,6
1200,14
2658,244
203,6
3727,33
947,3540
2874,134
41,67
2594,14
2470,306
2222,7
518,1
1188,31
386,1
100,11
120,1
1183,3
2943,1
2904,1890
1097,3
244,59
2590,20
1866,1504
20,66
1864,6
1296,1
1081,23
1578,88
2548,1
1219,8
1707,2
441,212
41,3378
441,961
2872,29
1838,8
15,11
243,6
1411,31
1495,65
571,402
3129,2
792,18
476,20
1000,13
485,327
100,36
2568,1
643,6
6,177
162,1
2887,6
1316,66
672,679
1824,158
1,1546
3821,5
306,518
7,2305
18,1
1766,2154
572,30
703,162
1528,7
708,12
12,110
2045,1779
3317,93
1114,611
48,2
1367,28
3563,24
1689,656
1388,1
88,5
3124,2
233,57
1192,974
2976,105
3138,855
552,11
226,243
5,3758
1386,1085
772,2824
2558,3410
2446,19
2206,7
698,1
3641,1700
2053,451
434,1
3755,273
2151,1789
1078,16
2519,271
2222,16
1064,4
699,67
2295,27
252,58
3499,20
3959,1
1039,4
488,35
2049,426
3739,3159
686,1
111,36
517,111
746,7
4,9
3610,1
64,369
1135,5
1586,1586
1939,5
1764,673
48,5
77,6
3087,7
436,146
302,158
1445,289
1907,691
2330,150
294,916
857,1
3147,30
1323,21
3876,3757
2634,2606
1214,36
1727,271
1689,24
1962,6
2722,876
3594,34
217,6
1800,1
2774,6
512,634
3794,1
649,3101
3692,440
1184,14
2233,1727
1255,240
197,1
2897,44
14,1014
2603,148
310,28
3956,1486
109,27
1354,24
9,8
2842,1
2081,11
4,214
2252,7
2205,2
1317,770
3822,13
298,353
2991,6
992,440
531,65
3293,764
1149,3888
2035,1583
146,82
984,34
695,39
993,13
1476,7
2809,1803
1307,1234
37,1164
3091,210
1293,3
1180,6
819,63
468,3
874,63
4,8
2369,1071
2081,1
1971,1
3289,19
2947,2
519,278
2088,811
199,1257
2562,35
26,20
28,30
1947,37
2477,15
453,1200
2039,55
3237,1
2061,410
2073,21
941,110
3720,658
2288,11
4,16
1361,1
659,271
461,15
3612,202
1503,14
3034,1138
1614,2
3733,3683
3626,1
389,3048
498,1657
583,35
1717,290
3728,84
3982,14
1593,582
2585,1
1577,26
282,1
1860,17
1421,18
1223,1
1113,1471
2510,3735
3169,5
2080,25
2735,3685
250,81
867,2
1267,3
2250,30
2077,1
242,502
1907,474
3268,5
3546,217
1282,4
1713,97
40,111
1542,2
1531,875
3546,136
3240,159
490,23
1812,505
3683,54
3082,1
47,20
2696,181
829,382
1086,2
36,61
173,2
349,6
316,206
3257,31
2305,911
1932,6
95,2915
1116,2
133,1
162,5
1795,212
57,690
48,19
857,3134
3171,1
1184,2925
687,12
1443,135
1865,3
76,192
1150,296
348,1562
155,95
983,2788
1195,5
2980,100
1248,49
3235,1
1492,20
194,55
3318,26
387,1095
971,653
3084,24
3428,1100
3468,2080
1969,308
1125,3466
963,6
3466,1834
3858,1
1590,6
3244,77
3817,399
516,7
3262,2117
